School_ID,School_Name,Subgroup_Name,No_in_Class,No_Graduated,Percent_Graduated
90780,Arizona Agribusiness & Equine Center - Estrella,All,88,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,American Indian or Alaska Native,0,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,Asian,0,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,Black/African American,0,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,English Learners,0,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,ELFEP14,0,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,Female,49,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,Hispanic or Latino,51,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,Income Eligibility 1 & 2,37,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,Male,39,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,Military,0,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,Multiple Races,0,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,Special Education,0,0,0
90780,Arizona Agribusiness & Equine Center - Estrella,White,25,0,0
91055,BASIS Peoria,All,72,0,0
91055,BASIS Peoria,Asian,46,0,0
91055,BASIS Peoria,Black/African American,0,0,0
91055,BASIS Peoria,ELFEP14,0,0,0
91055,BASIS Peoria,Female,38,0,0
91055,BASIS Peoria,Hispanic or Latino,0,0,0
91055,BASIS Peoria,Male,34,0,0
91055,BASIS Peoria,Multiple Races,0,0,0
91055,BASIS Peoria,Native Hawaiian or Pacific Islander,0,0,0
91055,BASIS Peoria,White,15,0,0
91056,BASIS Chandler,All,96,0,0
91056,BASIS Chandler,Asian,74,0,0
91056,BASIS Chandler,Black/African American,0,0,0
91056,BASIS Chandler,Female,43,0,0
91056,BASIS Chandler,Hispanic or Latino,0,0,0
91056,BASIS Chandler,Male,53,0,0
91056,BASIS Chandler,Multiple Races,0,0,0
91056,BASIS Chandler,White,0,0,0
91156,Great Hearts Academies - Trivium Prep,All,93,0,0
91156,Great Hearts Academies - Trivium Prep,Asian,0,0,0
91156,Great Hearts Academies - Trivium Prep,Black/African American,0,0,0
91156,Great Hearts Academies - Trivium Prep,Female,50,0,0
91156,Great Hearts Academies - Trivium Prep,Hispanic or Latino,28,0,0
91156,Great Hearts Academies - Trivium Prep,Income Eligibility 1 & 2,17,0,0
91156,Great Hearts Academies - Trivium Prep,Male,43,0,0
91156,Great Hearts Academies - Trivium Prep,Military,0,0,0
91156,Great Hearts Academies - Trivium Prep,Multiple Races,0,0,0
91156,Great Hearts Academies - Trivium Prep,Native Hawaiian or Pacific Islander,0,0,0
91156,Great Hearts Academies - Trivium Prep,Special Education,0,0,0
91156,Great Hearts Academies - Trivium Prep,White,48,0,0
91781,Great Hearts Academies - Maryvale Prep,All,29,0,0
91781,Great Hearts Academies - Maryvale Prep,Black/African American,0,0,0
91781,Great Hearts Academies - Maryvale Prep,English Learners,0,0,0
91781,Great Hearts Academies - Maryvale Prep,ELFEP14,0,0,0
91781,Great Hearts Academies - Maryvale Prep,Female,17,0,0
91781,Great Hearts Academies - Maryvale Prep,Hispanic or Latino,22,0,0
91781,Great Hearts Academies - Maryvale Prep,Income Eligibility 1 & 2,22,0,0
91781,Great Hearts Academies - Maryvale Prep,Male,12,0,0
91781,Great Hearts Academies - Maryvale Prep,Multiple Races,0,0,0
91781,Great Hearts Academies - Maryvale Prep,Special Education,0,0,0
91781,Great Hearts Academies - Maryvale Prep,White,0,0,0
91422,Great Hearts Academies - North Phoenix Prep,All,50,0,0
91422,Great Hearts Academies - North Phoenix Prep,Asian,0,0,0
91422,Great Hearts Academies - North Phoenix Prep,Female,24,0,0
91422,Great Hearts Academies - North Phoenix Prep,Hispanic or Latino,0,0,0
91422,Great Hearts Academies - North Phoenix Prep,Income Eligibility 1 & 2,0,0,0
91422,Great Hearts Academies - North Phoenix Prep,Male,26,0,0
91422,Great Hearts Academies - North Phoenix Prep,Multiple Races,0,0,0
91422,Great Hearts Academies - North Phoenix Prep,Native Hawaiian or Pacific Islander,0,0,0
91422,Great Hearts Academies - North Phoenix Prep,Special Education,0,0,0
91422,Great Hearts Academies - North Phoenix Prep,White,33,0,0
92975,Empower College Prep High School,All,66,0,0
92975,Empower College Prep High School,Black/African American,0,0,0
92975,Empower College Prep High School,English Learners,18,0,0
92975,Empower College Prep High School,ELFEP14,22,0,0
92975,Empower College Prep High School,Female,25,0,0
92975,Empower College Prep High School,Hispanic or Latino,59,0,0
92975,Empower College Prep High School,Homeless,0,0,0
92975,Empower College Prep High School,Income Eligibility 1 & 2,55,0,0
92975,Empower College Prep High School,Male,41,0,0
92975,Empower College Prep High School,Special Education,0,0,0
92975,Empower College Prep High School,White,0,0,0
91343,BASIS Phoenix,All,62,0,0
91343,BASIS Phoenix,Asian,37,0,0
91343,BASIS Phoenix,Black/African American,0,0,0
91343,BASIS Phoenix,Female,32,0,0
91343,BASIS Phoenix,Hispanic or Latino,0,0,0
91343,BASIS Phoenix,Male,30,0,0
91343,BASIS Phoenix,Multiple Races,0,0,0
91343,BASIS Phoenix,White,16,0,0
91304,ASU Preparatory Academy- Phoenix High School,All,70,0,0
91304,ASU Preparatory Academy- Phoenix High School,American Indian or Alaska Native,0,0,0
91304,ASU Preparatory Academy- Phoenix High School,Asian,0,0,0
91304,ASU Preparatory Academy- Phoenix High School,Black/African American,0,0,0
91304,ASU Preparatory Academy- Phoenix High School,English Learners,0,0,0
91304,ASU Preparatory Academy- Phoenix High School,ELFEP14,0,0,0
91304,ASU Preparatory Academy- Phoenix High School,Female,30,0,0
91304,ASU Preparatory Academy- Phoenix High School,Hispanic or Latino,51,0,0
91304,ASU Preparatory Academy- Phoenix High School,Homeless,0,0,0
91304,ASU Preparatory Academy- Phoenix High School,Income Eligibility 1 & 2,33,0,0
91304,ASU Preparatory Academy- Phoenix High School,Male,40,0,0
91304,ASU Preparatory Academy- Phoenix High School,Multiple Races,0,0,0
91304,ASU Preparatory Academy- Phoenix High School,Special Education,0,0,0
91304,ASU Preparatory Academy- Phoenix High School,White,0,0,0
91306,ASU Preparatory Academy-Polytechnic High School,All,77,0,0
91306,ASU Preparatory Academy-Polytechnic High School,American Indian or Alaska Native,0,0,0
91306,ASU Preparatory Academy-Polytechnic High School,Asian,0,0,0
91306,ASU Preparatory Academy-Polytechnic High School,Black/African American,0,0,0
91306,ASU Preparatory Academy-Polytechnic High School,English Learners,0,0,0
91306,ASU Preparatory Academy-Polytechnic High School,ELFEP14,0,0,0
91306,ASU Preparatory Academy-Polytechnic High School,Female,39,0,0
91306,ASU Preparatory Academy-Polytechnic High School,Hispanic or Latino,37,0,0
91306,ASU Preparatory Academy-Polytechnic High School,Income Eligibility 1 & 2,0,0,0
91306,ASU Preparatory Academy-Polytechnic High School,Male,38,0,0
91306,ASU Preparatory Academy-Polytechnic High School,Multiple Races,0,0,0
91306,ASU Preparatory Academy-Polytechnic High School,Special Education,0,0,0
91306,ASU Preparatory Academy-Polytechnic High School,White,32,0,0
92030,BASIS Ahwatukee,All,46,0,0
92030,BASIS Ahwatukee,Asian,18,0,0
92030,BASIS Ahwatukee,Black/African American,0,0,0
92030,BASIS Ahwatukee,Female,22,0,0
92030,BASIS Ahwatukee,Hispanic or Latino,0,0,0
92030,BASIS Ahwatukee,Male,24,0,0
92030,BASIS Ahwatukee,Multiple Races,0,0,0
92030,BASIS Ahwatukee,White,22,0,0
92605,Madison Highland Prep,All,92,0,0
92605,Madison Highland Prep,American Indian or Alaska Native,0,0,0
92605,Madison Highland Prep,Asian,0,0,0
92605,Madison Highland Prep,Black/African American,0,0,0
92605,Madison Highland Prep,ELFEP14,0,0,0
92605,Madison Highland Prep,Female,41,0,0
92605,Madison Highland Prep,Hispanic or Latino,48,0,0
92605,Madison Highland Prep,Income Eligibility 1 & 2,57,0,0
92605,Madison Highland Prep,Male,51,0,0
92605,Madison Highland Prep,Multiple Races,0,0,0
92605,Madison Highland Prep,Special Education,0,0,0
92605,Madison Highland Prep,White,35,0,0
92619,Western School of Science and Technology,All,73,0,0
92619,Western School of Science and Technology,American Indian or Alaska Native,0,0,0
92619,Western School of Science and Technology,Black/African American,0,0,0
92619,Western School of Science and Technology,English Learners,0,0,0
92619,Western School of Science and Technology,ELFEP14,11,0,0
92619,Western School of Science and Technology,Female,41,0,0
92619,Western School of Science and Technology,Hispanic or Latino,71,0,0
92619,Western School of Science and Technology,Income Eligibility 1 & 2,59,0,0
92619,Western School of Science and Technology,Male,32,0,0
92619,Western School of Science and Technology,Special Education,0,0,0
91997,BASIS Mesa,All,34,0,0
91997,BASIS Mesa,American Indian or Alaska Native,0,0,0
91997,BASIS Mesa,Asian,0,0,0
91997,BASIS Mesa,Black/African American,0,0,0
91997,BASIS Mesa,Female,17,0,0
91997,BASIS Mesa,Hispanic or Latino,0,0,0
91997,BASIS Mesa,Male,17,0,0
91997,BASIS Mesa,Special Education,0,0,0
91997,BASIS Mesa,White,21,0,0
92984,"Arizona Autism Charter School, Upper School Campus",All,16,0,0
92984,"Arizona Autism Charter School, Upper School Campus",Asian,0,0,0
92984,"Arizona Autism Charter School, Upper School Campus",English Learners,0,0,0
92984,"Arizona Autism Charter School, Upper School Campus",ELFEP14,0,0,0
92984,"Arizona Autism Charter School, Upper School Campus",Female,0,0,0
92984,"Arizona Autism Charter School, Upper School Campus",Hispanic or Latino,0,0,0
92984,"Arizona Autism Charter School, Upper School Campus",Income Eligibility 1 & 2,11,0,0
92984,"Arizona Autism Charter School, Upper School Campus",Male,0,0,0
92984,"Arizona Autism Charter School, Upper School Campus",Special Education,16,0,0
92984,"Arizona Autism Charter School, Upper School Campus",White,0,0,0
1001693,Arizona Autism Charter - Online High School,All,0,0,0
1001693,Arizona Autism Charter - Online High School,Hispanic or Latino,0,0,0
1001693,Arizona Autism Charter - Online High School,Income Eligibility 1 & 2,0,0,0
1001693,Arizona Autism Charter - Online High School,Male,0,0,0
1001693,Arizona Autism Charter - Online High School,Special Education,0,0,0
1001693,Arizona Autism Charter - Online High School,White,0,0,0
92044,Southwest Leadership Academy,All,59,36,61
92044,Southwest Leadership Academy,American Indian or Alaska Native,0,0,0
92044,Southwest Leadership Academy,Black/African American,0,0,0
92044,Southwest Leadership Academy,English Learners,0,0,0
92044,Southwest Leadership Academy,ELFEP14,0,0,0
92044,Southwest Leadership Academy,Female,34,22,64.7
92044,Southwest Leadership Academy,Foster Care,0,0,0
92044,Southwest Leadership Academy,Hispanic or Latino,51,30,58.8
92044,Southwest Leadership Academy,Homeless,0,0,0
92044,Southwest Leadership Academy,Male,25,14,56
92044,Southwest Leadership Academy,Special Education,0,0,0
92044,Southwest Leadership Academy,White,0,0,0
90377,Sequoia Pathway Academy,All,51,36,70.6
90377,Sequoia Pathway Academy,American Indian or Alaska Native,0,0,0
90377,Sequoia Pathway Academy,Asian,0,0,0
90377,Sequoia Pathway Academy,Black/African American,0,0,0
90377,Sequoia Pathway Academy,Female,20,0,0
90377,Sequoia Pathway Academy,Hispanic or Latino,14,0,0
90377,Sequoia Pathway Academy,Homeless,0,0,0
90377,Sequoia Pathway Academy,Income Eligibility 1 & 2,14,0,0
90377,Sequoia Pathway Academy,Male,31,0,0
90377,Sequoia Pathway Academy,Multiple Races,0,0,0
90377,Sequoia Pathway Academy,Special Education,0,0,0
90377,Sequoia Pathway Academy,White,15,0,0
92317,Great Hearts Academies - Cicero Prep,All,35,0,0
92317,Great Hearts Academies - Cicero Prep,Black/African American,0,0,0
92317,Great Hearts Academies - Cicero Prep,Female,18,0,0
92317,Great Hearts Academies - Cicero Prep,Hispanic or Latino,0,0,0
92317,Great Hearts Academies - Cicero Prep,Income Eligibility 1 & 2,0,0,0
92317,Great Hearts Academies - Cicero Prep,Male,17,0,0
92317,Great Hearts Academies - Cicero Prep,Military,0,0,0
92317,Great Hearts Academies - Cicero Prep,Multiple Races,0,0,0
92317,Great Hearts Academies - Cicero Prep,Native Hawaiian or Pacific Islander,0,0,0
92317,Great Hearts Academies - Cicero Prep,Special Education,0,0,0
92317,Great Hearts Academies - Cicero Prep,White,22,0,0
92522,Heritage Academy Gateway,All,114,0,0
92522,Heritage Academy Gateway,American Indian or Alaska Native,0,0,0
92522,Heritage Academy Gateway,Asian,0,0,0
92522,Heritage Academy Gateway,Black/African American,0,0,0
92522,Heritage Academy Gateway,Female,60,0,0
92522,Heritage Academy Gateway,Hispanic or Latino,0,0,0
92522,Heritage Academy Gateway,Male,54,0,0
92522,Heritage Academy Gateway,Military,0,0,0
92522,Heritage Academy Gateway,Multiple Races,0,0,0
92522,Heritage Academy Gateway,Native Hawaiian or Pacific Islander,0,0,0
92522,Heritage Academy Gateway,Special Education,0,0,0
92522,Heritage Academy Gateway,White,96,0,0
92521,Heritage Academy Laveen,All,90,0,0
92521,Heritage Academy Laveen,Asian,0,0,0
92521,Heritage Academy Laveen,Black/African American,0,0,0
92521,Heritage Academy Laveen,Female,43,0,0
92521,Heritage Academy Laveen,Hispanic or Latino,51,0,0
92521,Heritage Academy Laveen,Male,47,0,0
92521,Heritage Academy Laveen,Special Education,0,0,0
92521,Heritage Academy Laveen,White,30,0,0
92732,Great Hearts Academies - Lincoln Prep,All,36,0,0
92732,Great Hearts Academies - Lincoln Prep,Asian,0,0,0
92732,Great Hearts Academies - Lincoln Prep,Black/African American,0,0,0
92732,Great Hearts Academies - Lincoln Prep,Female,19,0,0
92732,Great Hearts Academies - Lincoln Prep,Hispanic or Latino,0,0,0
92732,Great Hearts Academies - Lincoln Prep,Income Eligibility 1 & 2,0,0,0
92732,Great Hearts Academies - Lincoln Prep,Male,17,0,0
92732,Great Hearts Academies - Lincoln Prep,Multiple Races,0,0,0
92732,Great Hearts Academies - Lincoln Prep,Special Education,0,0,0
92732,Great Hearts Academies - Lincoln Prep,White,20,0,0
92735,BASIS Goodyear,All,18,0,0
92735,BASIS Goodyear,Asian,0,0,0
92735,BASIS Goodyear,Black/African American,0,0,0
92735,BASIS Goodyear,Female,0,0,0
92735,BASIS Goodyear,Hispanic or Latino,0,0,0
92735,BASIS Goodyear,Male,0,0,0
92735,BASIS Goodyear,White,0,0,0
1000047,Think Through Academy,All,26,0,0
1000047,Think Through Academy,American Indian or Alaska Native,0,0,0
1000047,Think Through Academy,Black/African American,0,0,0
1000047,Think Through Academy,English Learners,0,0,0
1000047,Think Through Academy,ELFEP14,0,0,0
1000047,Think Through Academy,Female,0,0,0
1000047,Think Through Academy,Hispanic or Latino,11,0,0
1000047,Think Through Academy,Homeless,0,0,0
1000047,Think Through Academy,Income Eligibility 1 & 2,17,0,0
1000047,Think Through Academy,Male,0,0,0
1000047,Think Through Academy,Native Hawaiian or Pacific Islander,0,0,0
1000047,Think Through Academy,Special Education,0,0,0
1000047,Think Through Academy,White,0,0,0
703390,Highland Prep,All,91,0,0
703390,Highland Prep,Asian,0,0,0
703390,Highland Prep,Black/African American,0,0,0
703390,Highland Prep,English Learners,0,0,0
703390,Highland Prep,ELFEP14,0,0,0
703390,Highland Prep,Female,41,0,0
703390,Highland Prep,Hispanic or Latino,29,0,0
703390,Highland Prep,Income Eligibility 1 & 2,48,0,0
703390,Highland Prep,Male,50,0,0
703390,Highland Prep,Multiple Races,0,0,0
703390,Highland Prep,Native Hawaiian or Pacific Islander,0,0,0
703390,Highland Prep,Special Education,0,0,0
703390,Highland Prep,White,49,0,0
850102,Pathways in Education,All,81,11,13.6
850102,Pathways in Education,American Indian or Alaska Native,0,0,0
850102,Pathways in Education,Black/African American,0,0,0
850102,Pathways in Education,English Learners,0,0,0
850102,Pathways in Education,ELFEP14,0,0,0
850102,Pathways in Education,Female,49,0,0
850102,Pathways in Education,Foster Care,0,0,0
850102,Pathways in Education,Hispanic or Latino,55,0,0
850102,Pathways in Education,Homeless,0,0,0
850102,Pathways in Education,Income Eligibility 1 & 2,34,0,0
850102,Pathways in Education,Male,32,0,0
850102,Pathways in Education,Multiple Races,0,0,0
850102,Pathways in Education,Native Hawaiian or Pacific Islander,0,0,0
850102,Pathways in Education,Special Education,0,0,0
850102,Pathways in Education,White,0,0,0
181823,Maricopa Institute of Technology,All,57,0,0
181823,Maricopa Institute of Technology,Asian,0,0,0
181823,Maricopa Institute of Technology,Black/African American,0,0,0
181823,Maricopa Institute of Technology,English Learners,0,0,0
181823,Maricopa Institute of Technology,ELFEP14,0,0,0
181823,Maricopa Institute of Technology,Female,25,0,0
181823,Maricopa Institute of Technology,Hispanic or Latino,37,0,0
181823,Maricopa Institute of Technology,Income Eligibility 1 & 2,35,0,0
181823,Maricopa Institute of Technology,Male,32,0,0
181823,Maricopa Institute of Technology,Multiple Races,0,0,0
181823,Maricopa Institute of Technology,Special Education,0,0,0
181823,Maricopa Institute of Technology,White,0,0,0
156568,"Arizona Agribusiness & Equine Center, Inc. - Mesa",All,18,0,0
156568,"Arizona Agribusiness & Equine Center, Inc. - Mesa",Asian,0,0,0
156568,"Arizona Agribusiness & Equine Center, Inc. - Mesa",Black/African American,0,0,0
156568,"Arizona Agribusiness & Equine Center, Inc. - Mesa",Female,0,0,0
156568,"Arizona Agribusiness & Equine Center, Inc. - Mesa",Hispanic or Latino,0,0,0
156568,"Arizona Agribusiness & Equine Center, Inc. - Mesa",Income Eligibility 1 & 2,0,0,0
156568,"Arizona Agribusiness & Equine Center, Inc. - Mesa",Male,0,0,0
156568,"Arizona Agribusiness & Equine Center, Inc. - Mesa",Special Education,0,0,0
